id,title,bibtex_id,url,type,doi,is_relevant,source,year
1389,Knowledge-based Dual External Attention Network for peptide detectability prediction,,https://www.sciencedirect.com/science/article/pii/S0950705124000133,,https://doi.org/10.1016/j.knosys.2024.111378,,science_direct,2024
1390,FL-OTCSEnc: Towards secure federated learning with deep compressed sensing,,https://www.sciencedirect.com/science/article/pii/S0950705124001692,,https://doi.org/10.1016/j.knosys.2024.111534,,science_direct,2024
1391,Higher-order GNN with Local Inflation for entity alignment,,https://www.sciencedirect.com/science/article/pii/S0950705124002697,,https://doi.org/10.1016/j.knosys.2024.111634,,science_direct,2024
1392,SigCo: Eliminate the inter-class competition via sigmoid for learning with noisy labels,,https://www.sciencedirect.com/science/article/pii/S0950705124002867,,https://doi.org/10.1016/j.knosys.2024.111651,,science_direct,2024
1393,Fake news detection in low-resource languages: A novel hybrid summarization approach,,https://www.sciencedirect.com/science/article/pii/S0950705124005185,,https://doi.org/10.1016/j.knosys.2024.111884,,science_direct,2024
1394,Railway accident causation prediction with improved transformer model based on lexical information and contextual relationships,,https://www.sciencedirect.com/science/article/pii/S0950705124005318,,https://doi.org/10.1016/j.knosys.2024.111897,,science_direct,2024
1395,SDRNet: Camouflaged object detection with independent reconstruction of structure and detail,,https://www.sciencedirect.com/science/article/pii/S0950705124006853,,https://doi.org/10.1016/j.knosys.2024.112051,,science_direct,2024
1396,ProFPN: Progressive feature pyramid network with soft proposal assignment for object detection,,https://www.sciencedirect.com/science/article/pii/S0950705124007123,,https://doi.org/10.1016/j.knosys.2024.112078,,science_direct,2024
1397,EBERT: A lightweight expression-enhanced large-scale pre-trained language model for mathematics education,,https://www.sciencedirect.com/science/article/pii/S0950705124007524,,https://doi.org/10.1016/j.knosys.2024.112118,,science_direct,2024
1398,Advances in medical image analysis with vision Transformers: A comprehensive review,,https://www.sciencedirect.com/science/article/pii/S1361841523002608,,https://doi.org/10.1016/j.media.2023.103000,,science_direct,2024
1399,When brain-inspired AI meets AGI,,https://www.sciencedirect.com/science/article/pii/S295016282300005X,,https://doi.org/10.1016/j.metrad.2023.100005,,science_direct,2023
1400,The impact of ChatGPT and LLMs on medical imaging stakeholders: Perspectives and use cases,,https://www.sciencedirect.com/science/article/pii/S2950162823000073,,https://doi.org/10.1016/j.metrad.2023.100007,,science_direct,2023
1401,Summary of ChatGPT-Related research and perspective towards the future of large language models,,https://www.sciencedirect.com/science/article/pii/S2950162823000176,,https://doi.org/10.1016/j.metrad.2023.100017,,science_direct,2023
1402,"A comprehensive survey of ChatGPT: Advancements, applications, prospects, and challenges",,https://www.sciencedirect.com/science/article/pii/S295016282300022X,,https://doi.org/10.1016/j.metrad.2023.100022,,science_direct,2023
1403,Artificial general intelligence for radiation oncology,,https://www.sciencedirect.com/science/article/pii/S2950162823000450,,https://doi.org/10.1016/j.metrad.2023.100045,,science_direct,2023
1404,"The general intelligence of GPT–4, its knowledge diffusive and societal influences, and its governance",,https://www.sciencedirect.com/science/article/pii/S2950162824000316,,https://doi.org/10.1016/j.metrad.2024.100078,,science_direct,2024
1405,Opportunities and challenges in the application of large artificial intelligence models in radiology,,https://www.sciencedirect.com/science/article/pii/S295016282400033X,,https://doi.org/10.1016/j.metrad.2024.100080,,science_direct,2024
1406,"The linguistic summarization and the interpretability, scalability of fuzzy representations of multilevel semantic structures of word-domains",,https://www.sciencedirect.com/science/article/pii/S0141933120307882,,https://doi.org/10.1016/j.micpro.2020.103641,,science_direct,2021
1407,Security provision for protecting intelligent sensors and zero touch devices by using blockchain method for the smart cities,,https://www.sciencedirect.com/science/article/pii/S0141933122000631,,https://doi.org/10.1016/j.micpro.2022.104503,,science_direct,2022
1408,Considerations for adapting higher education technology courses for AI large language models: A critical review of the impact of ChatGPT,,https://www.sciencedirect.com/science/article/pii/S266682702300066X,,https://doi.org/10.1016/j.mlwa.2023.100513,,science_direct,2024
1409,ChatReview: A ChatGPT-enabled natural language processing framework to study domain-specific user reviews,,https://www.sciencedirect.com/science/article/pii/S2666827023000750,,https://doi.org/10.1016/j.mlwa.2023.100522,,science_direct,2024
1410,Programming with ChatGPT: How far can we go?,,https://www.sciencedirect.com/science/article/pii/S2666827024000021,,https://doi.org/10.1016/j.mlwa.2024.100526,,science_direct,2024
1411,ChatGPT: A meta-analysis after 2.5 months,,https://www.sciencedirect.com/science/article/pii/S2666827024000173,,https://doi.org/10.1016/j.mlwa.2024.100541,,science_direct,2024
1412,The Dark Side of Language Models: Exploring the Potential of LLMs in Multimedia Disinformation Generation and Dissemination,,https://www.sciencedirect.com/science/article/pii/S2666827024000215,,https://doi.org/10.1016/j.mlwa.2024.100545,,science_direct,2024
1413,TeenyTinyLlama: Open-source tiny language models trained in Brazilian Portuguese,,https://www.sciencedirect.com/science/article/pii/S2666827024000343,,https://doi.org/10.1016/j.mlwa.2024.100558,,science_direct,2024
1414,Regional models: A new approach for nonlinear system identification via clustering of the self-organizing map,,https://www.sciencedirect.com/science/article/pii/S0925231214007085,,https://doi.org/10.1016/j.neucom.2013.11.046,,science_direct,2015
1415,Stock movement predictive network via incorporative attention mechanisms based on tweet and historical prices,,https://www.sciencedirect.com/science/article/pii/S0925231220313060,,https://doi.org/10.1016/j.neucom.2020.07.108,,science_direct,2020
1416,Static and adaptive subspace information fusion for indefinite heterogeneous proximity data,,https://www.sciencedirect.com/science/article/pii/S0925231223007580,,https://doi.org/10.1016/j.neucom.2023.126635,,science_direct,2023
1417,ESA: Excitation-Switchable Attention for convolutional neural networks,,https://www.sciencedirect.com/science/article/pii/S0925231223008299,,https://doi.org/10.1016/j.neucom.2023.126706,,science_direct,2023
1418,FABSA: An aspect-based sentiment analysis dataset of user reviews,,https://www.sciencedirect.com/science/article/pii/S0925231223009906,,https://doi.org/10.1016/j.neucom.2023.126867,,science_direct,2023
1419,Pseudo dense counterfactual augmentation for aspect-based sentiment analysis,,https://www.sciencedirect.com/science/article/pii/S092523122300992X,,https://doi.org/10.1016/j.neucom.2023.126869,,science_direct,2023
1420,An intelligent conversational agent for educating the general public about HIV,,https://www.sciencedirect.com/science/article/pii/S0925231223010251,,https://doi.org/10.1016/j.neucom.2023.126902,,science_direct,2024
1421,"Evidence, my Dear Watson: Abstractive dialogue summarization on learnable relevant utterances",,https://www.sciencedirect.com/science/article/pii/S0925231223012559,,https://doi.org/10.1016/j.neucom.2023.127132,,science_direct,2024
1422,Multi-turn dialogue comprehension from a topic-aware perspective,,https://www.sciencedirect.com/science/article/pii/S0925231224001565,,https://doi.org/10.1016/j.neucom.2024.127385,,science_direct,2024
1423,Guided evolutionary neural architecture search with efficient performance estimation,,https://www.sciencedirect.com/science/article/pii/S0925231224002807,,https://doi.org/10.1016/j.neucom.2024.127509,,science_direct,2024
1424,The joint learning of multi-resolution feature for multi-class retinal vessel segmentation,,https://www.sciencedirect.com/science/article/pii/S0925231224003412,,https://doi.org/10.1016/j.neucom.2024.127570,,science_direct,2024
1425,ESIE-BERT: Enriching sub-words information explicitly with BERT for intent classification and slot filling,,https://www.sciencedirect.com/science/article/pii/S092523122400496X,,https://doi.org/10.1016/j.neucom.2024.127725,,science_direct,2024
1426,Sentence salience contrastive learning for abstractive text summarization,,https://www.sciencedirect.com/science/article/pii/S0925231224005794,,https://doi.org/10.1016/j.neucom.2024.127808,,science_direct,2024
1427,Fusing semantic information for syntax-guided paraphrase generation,,https://www.sciencedirect.com/science/article/pii/S092523122400780X,,https://doi.org/10.1016/j.neucom.2024.128009,,science_direct,2024
1428,CoProLITE: Constrained Proxy Learning for lIver and hepaTic lesion sEgmentation,,https://www.sciencedirect.com/science/article/pii/S0925231224007859,,https://doi.org/10.1016/j.neucom.2024.128014,,science_direct,2024
1429,Offline prompt polishing for low quality instructions,,https://www.sciencedirect.com/science/article/pii/S0925231224008178,,https://doi.org/10.1016/j.neucom.2024.128046,,science_direct,2024
1430,A review of green artificial intelligence: Towards a more sustainable future,,https://www.sciencedirect.com/science/article/pii/S0925231224008671,,https://doi.org/10.1016/j.neucom.2024.128096,,science_direct,2024
1431,A survey of GPT-3 family large language models including ChatGPT and GPT-4,,https://www.sciencedirect.com/science/article/pii/S2949719123000456,,https://doi.org/10.1016/j.nlp.2023.100048,,science_direct,2024
1432,Deception detection using machine learning (ML) and deep learning (DL) techniques: A systematic review,,https://www.sciencedirect.com/science/article/pii/S2949719124000050,,https://doi.org/10.1016/j.nlp.2024.100057,,science_direct,2024
1433,Recent advancements and challenges of NLP-based sentiment analysis: A state-of-the-art review,,https://www.sciencedirect.com/science/article/pii/S2949719124000074,,https://doi.org/10.1016/j.nlp.2024.100059,,science_direct,2024
1434,Transformer-based text similarity and second language proficiency: A case of written production by learners of Korean,,https://www.sciencedirect.com/science/article/pii/S2949719124000086,,https://doi.org/10.1016/j.nlp.2024.100060,,science_direct,2024
1435,Understanding latent affective bias in large pre-trained neural language models,,https://www.sciencedirect.com/science/article/pii/S2949719124000104,,https://doi.org/10.1016/j.nlp.2024.100062,,science_direct,2024
1436,Utilization of generative AI for the characterization and identification of visual unknowns,,https://www.sciencedirect.com/science/article/pii/S2949719124000128,,https://doi.org/10.1016/j.nlp.2024.100064,,science_direct,2024
1437,Cutting through the noise to motivate people: A comprehensive analysis of COVID-19 social media posts de/motivating vaccination,,https://www.sciencedirect.com/science/article/pii/S2949719124000335,,https://doi.org/10.1016/j.nlp.2024.100085,,science_direct,2024
